number, 0
 , 0
1, 120
;, 0
number, 0
 , 0
1, 121
;, 0
1, 121
 , 0
=, 0
 , 0
0, 51
;, 0
1, 120
 , 0
=, 0
 , 0
read, 0
(, 0
), 0
;, 0
repeat, 0
(, 0
1, 121
 , 0
isNot, 0
 , 0
0, 48
), 0
{, 0
 , 0
 , 0
1, 438
 , 0
=, 0
 , 0
1, 121
;, 0
 , 0
 , 0
1, 121
 , 0
=, 0
 , 0
1, 120
 , 0
%, 0
 , 0
1, 121
;, 0
 , 0
 , 0
1, 120
 , 0
=, 0
 , 0
1, 438
;, 0
 , 0
 , 0
}, 0
1, 302
 , 0
=, 0
 , 0
1, 120
;, 0
write, 0
(, 0
1, 302
), 0
